SUB_TYPE,FOLDER_NAME,EVENT_MONTH,EVENT_YEAR,AMPLIFIED_SOUND_DISTRICT,CALENDAR_YEAR_FOLDER_CREATED,CAPACITY,DECIBEL_LEVEL,END_HOURS_CONC_POUR_MON_SAT,END_HOURS_MOV_VEH_MON_SAT,END_HOURS_MOV_VEH_SUN,END_HOURS_NEAR_HOME_FRI_SAT,END_HOURS_NEAR_HOME_SUN_THUR,END_HOURS_NOT_NEAR_HOME,EXISTING_ZONING,EXPIRATION_DATE,IN_DATE,ISSUE_DATE,OMV_FRI_END_TIME,OMV_FRI_START_TIME,OMV_MON_END_TIME,OMV_MON_START_TIME,OMV_SAT_END_TIME,OMV_SAT_START_TIME,OMV_SUN_END_TIME,OMV_SUN_START_TIME,OMV_THU_END_TIME,OMV_THU_START_TIME,OMV_TUE_END_TIME,OMV_TUE_START_TIME,OMV_WED_END_TIME,OMV_WED_START_TIME,PROPERTYRSN,REST_51_PERCENT_FOOD_SALES,SQUARE_FOOTAGE,START_DATE,START_DATE_2,START_DATE_3,START_DATE_4,START_HOURS_CONC_POUR_MON_SAT,START_HOURS_MOV_VEH_MON_SAT,START_HOURS_MOV_VEH_SUN,START_HOURS_NEAR_HOME_FRI_SAT,START_HOURS_NEAR_HOME_SUN_THUR,START_HOURS_NOT_NEAR_HOME,STATUS,STREET_ADDRESS,ZIPCODE,LATITUDE,LONGITUDE,COUNCIL_DISTRICT,LOCATION,PERMIT_NUMBER
Outdoor Music Venue,Red7,,,6th Street District,2015,210,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2015-01-29,2015-03-11,2:00am,7:00pm,2:00am,7:00pm,2:00am,7:00pm,2:00am,7:00pm,2:00am,7:00pm,2:00am,7:00pm,2:00am,7:00pm,1134328,No,5000,,,,,,,,,,,Expired,611  7TH ST,78701,30.26713044,-97.73632998,9,"(30.26713044,-97.73632998)",2015-010834 SO
Advertising Sound Amplification,Austin American Statesman,JUNE,2009,Other,2009,,75,,,,,9:00 p.m.,,GR - COMMUNITY COMMERCIAL,2009-06-18,2009-06-03,2009-06-03,,,,,,,,,,,,,,,283071,,,2009-06-18,,,,,,,,7:00 p.m.,,Expired,305  CONGRESS AVE,78704,30.25882293,-97.74400192,9,"(30.25882293,-97.74400192)",2009-058329 SO
Private Sound Amplification,Mx. Bea's Bar,JUNE,2009,Other,2009,,75,,,,,10:00 p.m.,,TOD - TRANSIT ORIENTED DEVELOPMENT ZONING,2009-06-13,2009-06-04,2009-06-04,,,,,,,,,,,,,,,401588,,,2009-06-13,,,,,,,,10:00 a.m.,,Expired,1104  6TH ST,78702,30.26491874,-97.73102216,3,"(30.26491874,-97.73102216)",2009-058841 SO
Advertising Sound Amplification,Rhyme Time Fest,MAY,2017,Other,2017,,85,,,,,,"12AM, 10:30PM",CS - GENERAL COMMERCIAL,2017-05-21,2017-04-19,2017-05-18,,,,,,,,,,,,,,,173674,,,2017-05-20,,,,,,,,,noon,Expired,5775  AIRPORT BLVD,78752,30.32230599,-97.71379719,4,"(30.32230599,-97.71379719)",2017-046145 SO
Government Amplified Sound,500 CANYON RIDGE DR,NOVEMBER,2010,Other,2010,,85,,,,,,8:00 p.m.,GR - COMMUNITY COMMERCIAL,2010-11-06,2010-09-23,2010-09-23,,,,,,,,,,,,,,,1144207,,,2010-11-06,,,,,,,,,10:00 a.m.,Expired,500  CANYON RIDGE DR,78753,30.40526665,-97.67189551,1,"(30.40526665,-97.67189551)",2010-082753 SO
Outdoor Music Venue,The Allan House,,,Other,2010,116,70,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2010-01-28,2010-03-15,Midnight,,10:30 p.m.,,Midnight,,10:30 p.m.,,11:00 p.m.,,10:30 p.m.,,10:30 p.m.,,165716,No,15127,,,,,,,,,,,Expired,1104  SAN ANTONIO ST,78701,30.2744226,-97.74576042,9,"(30.2744226,-97.74576042)",2010-007859 SO
Outdoor Music Venue,The Allan House,,,Other,2011,116,70,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2011-01-11,2011-03-31,Midnight,,10:00 p.m.,,Midnight,,10:00 p.m.,,11:00 p.m.,,10:00 p.m.,,10:00 p.m.,,165716,No,15127,,,,,,,,,,,Expired,1104  SAN ANTONIO ST,78701,30.2744226,-97.74576042,9,"(30.2744226,-97.74576042)",2011-002398 SO
Outdoor Music Venue,THE ALLAN HOUSE,,,Other,2012,116,70,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2012-03-28,2012-06-20,Midnight,10:00 a.m.,10:00 p.m.,10:00 a.m.,Midnight,10:00 a.m.,10:00 p.m.,10:00 a.m.,11:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,165716,No,15127,,,,,,,,,,,Expired,1104  SAN ANTONIO ST,78701,30.2744226,-97.74576042,9,"(30.2744226,-97.74576042)",2012-029449 SO
Outdoor Music Venue,The Allan House,,,Other,2013,116,70,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2013-05-23,2013-06-12,Midnight,10:00 a.m.,10:00 p.m.,10:00 a.m.,Midnight,10:00 a.m.,10:00 p.m.,10:00 a.m.,11:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,165716,No,15127,,,,,,,,,,,Expired,1104  SAN ANTONIO ST,78701,30.2744226,-97.74576042,9,"(30.2744226,-97.74576042)",2013-053799 SO
Government Amplified Sound,11506 CENTURY OAKS TER,DECEMBER,2009,Other,2009,1000,85,,,,,,1:00 p.m.,MI - MAJOR INDUSTRY,2009-12-13,2009-12-11,2009-12-11,,,,,,,,,,,,,,,3224771,No,10000,2009-12-13,,,,,,,,,7:00 a.m.,Expired,11506  CENTURY OAKS TER,78758,30.40256875,-97.72589147,7,"(30.40256875,-97.72589147)",2009-136080 SO
Advertising Sound Amplification,FADO IRISH PUB,MARCH,2012,Warehouse District,2012,,85,,,,,,midnight,CBD - CENTRAL BUSINESS DISTRICT,2012-03-17,2012-03-07,,,,,,,,,,,,,,,,177249,,,2012-03-17,,,,,,,,,noon,Pending,214  4TH ST,78701,30.26706981,-97.74543152,9,"(30.26706981,-97.74543152)",2012-022719 SO
Outdoor Music Venue,Fado Irish Pub,,,Warehouse District,2017,See Approved Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2017-08-17,2017-09-26,2:00 a.m.,10:00 a.m.,2:00 a.m.,10:00 a.m.,2:00 a.m.,10:00 a.m.,2:00 a.m.,10:00 a.m.,2:00 a.m.,10:00 a.m.,2:00 a.m.,10:00 a.m.,2:00 a.m.,10:00 a.m.,177249,No,2300,,,,,,,,,,,Expired,214  4TH ST,78701,30.26706981,-97.74543152,9,"(30.26706981,-97.74543152)",2017-102764 SO
Advertising Sound Amplification,7511 BURNET RD,SEPTEMBER,2011,Other,2011,,85,,,,10:00 p.m.,,,GR - COMMUNITY COMMERCIAL,2011-09-24,2011-09-13,2011-09-22,,,,,,,,,,,,,,,524204,,,2011-09-24,,,,,,,6:00 p.m.,,,Expired,7511  BURNET RD,78757,30.35085095,-97.73361295,7,"(30.35085095,-97.73361295)",2011-082461 SO
Outdoor Music Venue,Austin Java,,,Other,2009,120,70,,,,,,,GR - COMMUNITY COMMERCIAL,,2009-07-09,2009-08-11,MIDNIGHT,,10:30 PM,,MIDNIGHT,,10:30 PM,,11:00 PM,,10:30 PM,,10:30 PM,,392936,Yes,2755,,,,,,,,,,,Expired,1206  PARKWAY,78703,30.27755326,-97.75152616,9,"(30.27755326,-97.75152616)",2009-074016 SO
Outdoor Music Venue,1608 BARTON SPRINGS RD,,,Other,2009,190,70,,,,,,,CS - GENERAL COMMERCIAL,,2009-07-09,2009-08-11,10:00 PM,,8:30 PM,,10:00 PM,,8:30 PM,,8:30 PM,,8:30 PM,,8:30 PM,,690758,Yes,3484,,,,,,,,,,,Expired,1608  BARTON SPRINGS RD,78704,30.26242265,-97.7617312,9,"(30.26242265,-97.7617312)",2009-074040 SO
Outdoor Music Venue,Austin Java (Renewal),,,Other,2010,190,70,,,,,,,CS - GENERAL COMMERCIAL,,2010-08-10,2011-02-02,10:00 PM,,8:30 PM,,10:00 PM,,8:30 PM,,8:30 PM,,8:30 PM,,8:30 PM,,690758,Yes,3484,,,,,,,,,,,Expired,1608  BARTON SPRINGS RD,78704,30.26242265,-97.7617312,9,"(30.26242265,-97.7617312)",2010-068354 SO
Outdoor Music Venue,AUSTIN JAVA,,,Other,2012,190,70,,,,,,,CS - GENERAL COMMERCIAL,,2012-01-10,2012-02-23,10:00 PM,11:00 AM,8:30 PM,11:00 AM,10:00 PM,11:00 AM,8:30 PM,11:00 AM,8:30 PM,11:00 AM,8:30 PM,11:00 AM,8:30 PM,11:00 AM,690758,Yes,3484,,,,,,,,,,,Expired,1608  BARTON SPRINGS RD,78704,30.26242265,-97.7617312,9,"(30.26242265,-97.7617312)",2012-002340 SO
Outdoor Music Venue,Michelada's,,,Other,2022,See load cards,70,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2022-02-16,,12:00AM,10:00AM,10:30PM,10:00AM,12:00AM,10:00AM,10:30PM,10:00AM,11:00PM,10:00AM,10:30PM,10:00AM,10:30PM,10:00AM,3272125,Yes,1,,,,,,,,,,,Pending,333  2ND ST,78701,30.2632805,-97.74097381,9,"(30.2632805,-97.74097381)",2022-021674 SO
Government Amplified Sound,6701 BURNET RD,MAY,2011,Other,2011,,85,,,,,,6:30 p.m.,CS-MU-V-CO-NP,2011-05-07,2011-04-07,2011-04-07,,,,,,,,,,,,,,,681262,,,2011-05-07,,,,,,,,,10:30 a.m.,Expired,6701  BURNET RD,78757,30.34257709,-97.73832602,7,"(30.34257709,-97.73832602)",2011-028806 SO
Private Sound Amplification,10621 PIONEER FARMS DR,MARCH,2018,Within 600 ft of Residential,2018,,85,,,,7PM,,,P - PUBLIC,2018-03-17,2018-03-07,2018-03-07,,,,,,,,,,,,,,,268652,,,2018-03-17,,,,,,,12PM,,,Expired,10621  PIONEER FARMS DR,78754,30.36990735,-97.65905761,1,"(30.36990735,-97.65905761)",2018-049971 SO
Government Amplified Sound,1901 E 51ST ST,SEPTEMBER,2010,Other,2010,,85,,,,,,1:00 a.m.,PUD - PLANNED UNIT DEVELOPMENT,2010-09-03,2010-08-27,2010-08-27,,,,,,,,,,,,,,,172348,,,2010-09-02,,,,,,,,,10:00 p.m.,Expired,1901  51ST ST,78723,30.30101053,-97.69612132,9,"(30.30101053,-97.69612132)",2010-074587 SO
Outdoor Music Venue,Cedar Street Courtyard,,,Warehouse District,2011,290,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2011-06-22,2011-07-07,2:00 a.m.,,12:30 a.m.,,2:00 a.m.,,12:30 a.m.,,2:00 a.m.,,12:30 a.m.,,2:00 a.m.,,168741,No,7673,,,,,,,,,,,Expired,208  4TH ST,78701,30.26698472,-97.74516765,9,"(30.26698472,-97.74516765)",2011-054621 SO
Outdoor Music Venue,Scoot Inn,,,Other,2009,695,85,,,,,,,TOD - TRANSIT ORIENTED DEVELOPMENT ZONING,,2009-12-08,2010-01-22,Midnight,,10:30 p.m.,,Midnight,,10:30 p.m.,,11:00 p.m.,,10:30 p.m.,,10:30 p.m.,,401024,No,2362,,,,,,,,,,,Expired,1308  4TH ST,78702,30.26224167,-97.7294848,3,"(30.26224167,-97.7294848)",2009-135005 SO
Outdoor Music Venue,Scoot Inn,,,Other,2011,695,85,,,,,,,TOD - TRANSIT ORIENTED DEVELOPMENT ZONING,,2011-01-25,2011-04-07,Midnight,,10:00 p.m.,,Midnight,,10:00 p.m.,,10:00 p.m.,,10:00 p.m.,,10:00 p.m.,,401024,No,2362,,,,,,,,,,,Expired,1308  4TH ST,78702,30.26224167,-97.7294848,3,"(30.26224167,-97.7294848)",2011-006151 SO
Outdoor Music Venue,Cedar Street Courtyard,,,Warehouse District,2009,561,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2009-06-10,2009-07-13,2:00 AM,,2:00 AM,,2:00 AM,,2:00 AM,,2:00 AM,,2:00 AM,,2:00 AM,,168741,No,7673,,,,,,,,,,,Expired,208  4TH ST,78701,30.26698472,-97.74516765,9,"(30.26698472,-97.74516765)",2009-060669 SO
Outdoor Music Venue,Cedar Street Courtyard,,,Warehouse District,2010,196,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2010-06-08,2010-06-25,2:00 a.m.,,2:00 a.m.,,2:00 a.m.,,2:00 a.m.,,2:00 a.m.,,2:00 a.m.,,2:00 a.m.,,168741,No,7673,,,,,,,,,,,Expired,208  4TH ST,78701,30.26698472,-97.74516765,9,"(30.26698472,-97.74516765)",2010-049865 SO
Outdoor Music Venue,Cedar Street Courtyard,,,Warehouse District,2012,290,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2012-07-06,2012-07-31,2:00 am,10:00 am,2:00am,10:00 am,2:00 am,10:00 am,2:00am,10:00 am,2:00 am,10:00 am,2:00am,10:00 am,2:00 am,10:00 am,168741,No,7673,,,,,,,,,,,Expired,208  4TH ST,78701,30.26698472,-97.74516765,9,"(30.26698472,-97.74516765)",2012-067732 SO
Advertising Sound Amplification,Orbit Salon SXSW,MARCH,2014,Other,2014,,80,,,,,10:00pm,,CS - GENERAL COMMERCIAL,2014-03-13,2014-03-05,,,,,,,,,,,,,,,,174794,,,2014-03-13,,,,,,,,Noon,,In Review,1607  CESAR CHAVEZ ST,78702,30.25817171,-97.72802313,3,"(30.25817171,-97.72802313)",2014-022110 SO
Government Amplified Sound,4550 MUELLER BLVD,JUNE,2011,Other,2011,,85,,,,,,7:00 p.m.,PUD - PLANNED UNIT DEVELOPMENT,2011-06-04,2011-06-01,2011-06-01,,,,,,,,,,,,,,,3185839,,,2011-06-04,,,,,,,,,3:00 p.m.,Expired,4550  MUELLER BLVD,78723,30.29720616,-97.7073439,9,"(30.29720616,-97.7073439)",2011-047307 SO
Outdoor Music Venue,The Ranch,,,Other,2011,299,85,,,,,,,GR - COMMUNITY COMMERCIAL,,2011-03-31,2011-06-08,Midnight,,10:00 p.m.,,Midnight,,10:00 p.m.,,11:00 p.m.,,10:00 p.m.,,10:00 p.m.,,428210,No,4708,,,,,,,,,,,Expired,706  6TH ST,78701,30.270216,-97.74991945,9,"(30.270216,-97.74991945)",2011-026390 SO
Outdoor Music Venue,Lift Cafe,,,Other,2009,49,70,,,,,,,CS - GENERAL COMMERCIAL,,2009-08-28,2009-09-23,10:00 P.M.,,8:30 P.M.,,10:00 P.M.,,8:30 P.M.,,8:30 P.M.,,8:30 P.M.,,8:30 P.M.,,3336246,Yes,1552,,,,,,,,,,,Expired,215 NB LAMAR BLVD,78704,30.26343369,-97.75725263,9,"(30.26343369,-97.75725263)",2009-097272 SO
Private Sound Amplification,440 E ST ELMO ROAD Unit  G,MARCH,2018,Other,2018,,85,,,,,,10PM,LI-NP,2018-03-17,2018-03-01,2018-03-01,,,,,,,,,,,,,,,795692,,,2018-03-17,,,,,,,,,1PM,Expired,440  ST ELMO RD,78745,30.2160021,-97.7618357,3,"(30.2160021,-97.7618357)",2018-026691 SO
Outdoor Music Venue,Red 7,,,6th Street District,2010,299,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2010-02-22,2010-03-16,2:00 a.m.,,2:00 a.m.,,2:00 a.m.,,2:00 a.m.,,2:00 a.m.,,2:00 a.m.,,2:00 a.m.,,1134328,No,5000,,,,,,,,,,,Expired,611  7TH ST,78701,30.26713044,-97.73632998,9,"(30.26713044,-97.73632998)",2010-014137 SO
Outdoor Music Venue,Spider House Cafe & Ballroom,,,Other,2017,See Approved Load Cards,70,,,,,,,CS-1 - LIQUOR SALES,,2017-03-02,2017-04-13,10:30pm,10:00am,10:00pm,10:00am,10:30pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,92344,No,900,,,,,,,,,,,Expired,2908  FRUTH ST,78705,30.29549352,-97.74170597,9,"(30.29549352,-97.74170597)",2017-024721 SO
Outdoor Music Venue,Spider House Cafe & Ballroom,,,Other,2018,See Approved Load Cards,70,,,,,,,CS-1 - LIQUOR SALES,,2018-04-02,,10:30pm,10:00am,10:00pm,10:00am,10:30pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,92344,No,900,,,,,,,,,,,In Review,2908  FRUTH ST,78705,30.29549352,-97.74170597,9,"(30.29549352,-97.74170597)",2018-063018 SO
Advertising Sound Amplification,Hospira Family Day - Employee Appreciation Picnic 2015,MAY,2015,Other,2015,,85,,,,,,5:00pm,LI - LIMITED INDUSTRIAL SERVICES,2015-05-02,2015-04-17,2015-04-22,,,,,,,,,,,,,,,505779,,,2015-05-02,,,,,,,,,1:00pm,Expired,3900  HOWARD LN,78728,30.44424732,-97.70174348,7,"(30.44424732,-97.70174348)",2015-044391 SO
Advertising Sound Amplification,Texas Toast Jam 2,OCTOBER,2012,Other,2012,,85,,,,8:00 pm,,,CS-MU-CO-NP,2012-10-14,2012-07-10,2012-09-11,,,,,,,,,,,,,,,253202,,,2012-10-13,,,,,,,Noon,,,Expired,3300  GONZALES ST,78702,30.25861193,-97.70406656,,"(30.25861193,-97.70406656)",2012-068835 SO
Outdoor Music Venue,Shady Grove,,,Other,2014,364,70,,,,,,,CS-1 - LIQUOR SALES,,2014-01-03,2014-01-23,8:00 p.m.,10:00 a.m.,8:00 p.m.,10:00 a.m.,8:00 p.m.,10:00 a.m.,8:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,8:00 p.m.,10:00 a.m.,8:00 p.m.,10:00 a.m.,665300,Yes,9549,,,,,,,,,,,Expired,1624  BARTON SPRINGS RD,78704,30.26278314,-97.76201546,9,"(30.26278314,-97.76201546)",2014-000459 SO
Advertising Sound Amplification,Gold Rush Golf Tournament,APRIL,2013,Other,2013,,85,,,,10:00pm,,,GR - COMMUNITY COMMERCIAL,2013-04-26,2013-04-24,2013-04-24,,,,,,,,,,,,,,,308324,,,2013-04-26,,,,,,,6:00pm,,,Expired,5914  LOST HORIZON DR,78759,30.40308162,-97.76660567,10,"(30.40308162,-97.76660567)",2013-041652 SO
Private Sound Amplification,5914 LOST HORIZON DR,APRIL,2014,Other,2014,,85,,,,10:00PM,,,GR - COMMUNITY COMMERCIAL,2014-04-25,2014-04-10,2014-04-24,,,,,,,,,,,,,,,308324,,,2014-04-25,,,,,,,6:00PM,,,Expired,5914  LOST HORIZON DR,78759,30.40308162,-97.76660567,10,"(30.40308162,-97.76660567)",2014-036495 SO
Private Sound Amplification,5914 LOST HORIZON DRIVE,SEPTEMBER,2018,Within 600 ft of Residential,2018,,85,,,,10PM,,,GR-CO,2018-09-29,2018-09-25,2018-09-25,,,,,,,,,,,,,,,308324,,,2018-09-29,,,,,,,7PM,,,Expired,5914  LOST HORIZON DR,78759,30.40308162,-97.76660567,10,"(30.40308162,-97.76660567)",2018-168842 SO
Advertising Sound Amplification,The Five Seventeen,MARCH,2012,Other,2012,,85,,,,,,2:00 a.m.,TOD-NP,2012-03-18,2012-02-27,,,,,,,,,,,,,,,,424635,,,2012-03-15,2012-03-16,2012-03-17,2012-03-18,,,,,,11:00 a.m.,Pending,517 NB IH 35 SVRD,78702,30.26532643,-97.73417011,3,"(30.26532643,-97.73417011)",2012-018489 SO
Outdoor Music Venue,Shiner's Saloon,,,Warehouse District,2016,1,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2016-10-17,2016-12-02,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,3313970,No,1,,,,,,,,,,,Expired,422  CONGRESS AVE,78701,30.26703717,-97.74354397,9,"(30.26703717,-97.74354397)",2016-127787 SO
Outdoor Music Venue,Shiner's Saloon,,,Warehouse District,2018,See approved load cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2018-10-25,2019-01-08,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,3313970,No,1,,,,,,,,,,,Expired,422  CONGRESS AVE,78701,30.26703717,-97.74354397,9,"(30.26703717,-97.74354397)",2018-186236 SO
Outdoor Music Venue,Shiner's Saloon,,,Warehouse District,2022,See load cards,80,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2022-02-17,2022-03-11,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,3313970,No,1,,,,,,,,,,,Expired,422  CONGRESS AVE,78701,30.26703717,-97.74354397,9,"(30.26703717,-97.74354397)",2022-022438 SO
Outdoor Music Venue,Guero's Taco Bar,,,Other,2010,315,70,,,,,,,CS - GENERAL COMMERCIAL,,2010-06-24,2010-07-21,10:00 p.m.,,9:30 p.m.,,10:00 p.m.,,9:30 p.m.,,9:30 p.m.,,9:30 p.m.,,9:30 p.m.,,3144704,Yes,192,,,,,,,,,,,Expired,1400  CONGRESS AVE,78704,30.24995208,-97.74994523,9,"(30.24995208,-97.74994523)",2010-055005 SO
Outdoor Music Venue,Guero's Taco Bar,,,Other,2011,315,70,,,,,,,CS - GENERAL COMMERCIAL,,2011-06-21,2011-07-29,10:00 p.m.,10:00 a.m.,8:00 pm,10:00 a.m.,10:00 p.m.,10:00 a.m.,8:00 pm,10:00 a.m.,8:00 pm,10:00 a.m.,8:00 pm,10:00 a.m.,8:00 pm,10:00 a.m.,3144704,Yes,192,,,,,,,,,,,Expired,1400  CONGRESS AVE,78704,30.24995208,-97.74994523,9,"(30.24995208,-97.74994523)",2011-054425 SO
Outdoor Music Venue,GUERO'S TACO BAR,,,Other,2012,315,70,,,,,,,CS - GENERAL COMMERCIAL,,2012-06-11,2012-07-19,10:00 p.m.,10:00 a.m.,9:30 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,9:30 p.m.,10:00 a.m.,9:30 p.m.,10:00 a.m.,9:30 p.m.,10:00 a.m.,9:30 p.m.,10:00 a.m.,3144704,Yes,192,,,,,,,,,,,Expired,1400  CONGRESS AVE,78704,30.24995208,-97.74994523,9,"(30.24995208,-97.74994523)",2012-057847 SO
Outdoor Music Venue,Guero's Restaurant,,,Other,2013,315,70,,,,,,,CS - GENERAL COMMERCIAL,,2013-06-14,2013-07-05,10:00pm,10:00am,9:30pm,10:00am,10:00pm,10:00am,9:30pm,10:00am,9:30pm,10:00am,9:30pm,10:00am,9:30pm,10:00am,331502,Yes,192,,,,,,,,,,,Expired,1412  CONGRESS AVE,78704,30.24916277,-97.75021978,9,"(30.24916277,-97.75021978)",2013-062020 SO
Outdoor Music Venue,Guero's Restaurant Inc,,,Other,2014,315,70,,,,,,,CS - GENERAL COMMERCIAL,,2014-07-03,2014-07-22,10:00pm,10:00am,9:30pm,10:00am,10:00pm,10:00am,9:30pm,10:00am,9:30pm,10:00am,9:30pm,10:00am,9:30pm,10:00am,331502,Yes,192,,,,,,,,,,,Expired,1412  CONGRESS AVE,78704,30.24916277,-97.75021978,9,"(30.24916277,-97.75021978)",2014-069970 SO
Outdoor Music Venue,Guero's Restaurant,,,Other,2015,315,70,,,,,,,CS - GENERAL COMMERCIAL,,2015-06-10,2015-07-23,10:00pm,10:00am,9:30pm,10:00am,10:00pm,10:00am,9:30pm,10:00am,9:30pm,10:00am,9:30pm,10:00am,9:30pm,10:00am,331502,Yes,192,,,,,,,,,,,Expired,1412  CONGRESS AVE,78704,30.24916277,-97.75021978,9,"(30.24916277,-97.75021978)",2015-069752 SO
Outdoor Music Venue,Guero's Restaurant,,,Other,2016,315,70,,,,,,,CS - GENERAL COMMERCIAL,,2016-06-09,2016-07-21,10:00pm,10:00am,9:30pm,10:00am,10:00pm,10:00am,9:30pm,10:00am,9:30pm,10:00am,9:30pm,10:00am,9:30pm,10:00am,331502,Yes,192,,,,,,,,,,,Expired,1412  CONGRESS AVE,78704,30.24916277,-97.75021978,9,"(30.24916277,-97.75021978)",2016-067302 SO
Outdoor Music Venue,Guero's Restaurant,,,Within 600 ft of Residential,2017,See Approved Load Cards,70,,,,,,,CS - GENERAL COMMERCIAL,,2017-06-16,2017-07-22,10:00pm,10:00am,9:30pm,10:00am,10:00pm,10:00am,9:30pm,10:00am,9:30pm,10:00am,9:30pm,10:00am,9:30pm,10:00am,331502,Yes,192,,,,,,,,,,,Expired,1412  CONGRESS AVE,78704,30.24916277,-97.75021978,9,"(30.24916277,-97.75021978)",2017-074280 SO
Outdoor Music Venue,Guero's Restaurant,,,Within 600 ft of Residential,2018,See Approved Load Cards,70,,,,,,,CS - GENERAL COMMERCIAL,,2018-06-12,2018-07-24,10:00pm,10:00am,8:00pm,10:00am,10:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,331502,Yes,192,,,,,,,,,,,Expired,1412  CONGRESS AVE,78704,30.24916277,-97.75021978,9,"(30.24916277,-97.75021978)",2018-101571 SO
Outdoor Music Venue,Guero's Restaurant,,,Within 600 ft of Residential,2019,See Approved Load Cards,70,,,,,,,CS - GENERAL COMMERCIAL,,2019-06-18,2019-07-25,10:00pm,10:00am,8:00pm,10:00am,10:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,331502,Yes,192,,,,,,,,,,,Expired,1412  CONGRESS AVE,78704,30.24916277,-97.75021978,9,"(30.24916277,-97.75021978)",2019-135792 SO
Outdoor Music Venue,Guero's Restaurant,,,Within 600 ft of Residential,2020,See Load Cards,70,,,,,,,CS - GENERAL COMMERCIAL,,2020-06-23,2020-09-11,10:00pm,10:00am,8:00pm,10:00am,10:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,331502,Yes,192,,,,,,,,,,,Expired,1412  CONGRESS AVE,78704,30.24916277,-97.75021978,9,"(30.24916277,-97.75021978)",2020-092987 SO
Outdoor Music Venue,Guero's Restaurant,,,Within 600 ft of Residential,2021,See Load Cards,70,,,,,,,CS - GENERAL COMMERCIAL,,2021-08-09,2021-09-24,10:00pm,10:00am,8:00pm,10:00am,10:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,331502,Yes,192,,,,,,,,,,,Expired,1412  CONGRESS AVE,78704,30.24916277,-97.75021978,9,"(30.24916277,-97.75021978)",2021-122428 SO
Outdoor Music Venue,Guero's Restaurant,,,Within 600 ft of Residential,2022,See Load Cards,70,,,,,,,CS - GENERAL COMMERCIAL,,2022-08-30,2022-10-04,10:00pm,10:00am,8:00pm,10:00am,10:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,331502,Yes,192,,,,,,,,,,,Expired,1412  CONGRESS AVE,78704,30.24916277,-97.75021978,9,"(30.24916277,-97.75021978)",2022-131951 SO
Outdoor Music Venue,Guero's Restaurant,,,Within 600 ft of Residential,2023,See Load Cards,70,,,,,,,CS - GENERAL COMMERCIAL,,2023-09-15,2023-10-18,10:00pm,10:00am,8:00pm,10:00am,10:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,331502,Yes,192,,,,,,,,,,,Expired,1412  CONGRESS AVE,78704,30.24916277,-97.75021978,9,"(30.24916277,-97.75021978)",2023-120400 SO
